CompanyName, Designation, Ratings, Address
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Bytedance, Network Software Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Sr. Software Developer, 3.6, Seattle - WA
Avani Technology Solutions Inc, Software Development Engineer in Test, 4.6, Seattle - WA
Amazon Web Services - Inc., Snr Software Development Engineer, 3.6, Seattle - WA
Amazon Web Services - Inc., Software Development Engineer - Automatic Model Tuning - Amazo..., 3.6, Seattle - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101
Amazon Web Services - Inc., Front End Engineer - AWS, 3.6, Seattle - WA
BlackRock, Alternatives Application Developer (Java - C# - Visual Studio -..., 3.8, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer Test - Alexa Automotive, 3.6, Seattle - WA
Expeditors, Associate Java Developer, 3.6, Seattle - WA 98104
Fresh Consulting, Firmware Engineer, 3.8, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Oracle, Software Developer (UI) - Oracle Cloud, 3.8, Seattle - WA
Bungie, Producer, 4.0, Bellevue - WA 98004 (Downtown area)
BI Worldwide, Technical Sales Support, 3.8, Seattle - WA 98122 (Central District area)
Microsoft, Azure Customer Engineer, 4.2, Redmond - WA
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Embedded Support Engineer – Internet of Things (IoT), 3.6, Seattle - WA
Bytedance, Network Software Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Sr. Software Developer, 3.6, Seattle - WA
Avani Technology Solutions Inc, Software Development Engineer in Test, 4.6, Seattle - WA
Amazon Web Services - Inc., Snr Software Development Engineer, 3.6, Seattle - WA
Amazon Web Services - Inc., Software Development Engineer - Automatic Model Tuning - Amazo..., 3.6, Seattle - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Front End Engineer - AWS, 3.6, Seattle - WA
BlackRock, Alternatives Application Developer (Java - C# - Visual Studio -..., 3.8, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer Test - Alexa Automotive, 3.6, Seattle - WA
Costco Travel, Software Development Engineer in Test - Online Member Servic..., 4.2, Issaquah - WA 98027
State of Washington Dept. of Health, IT Business Analyst & Software QA Tester – Journey (Project)..., 3.4, Shoreline - WA
Accenture, Google Data Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Development Engineer - Maps Data, 3.6, Bellevue - WA
Microsoft, Principle Software Engineer, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Developement Engineer, 3.6, Seattle - WA
Microsoft, Software Engineering Manager, 4.2, Redmond - WA
Microsoft, Research Intern - Synthetic Media Detection, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Alexa Mobile, 3.6, Seattle - WA
Amazon Web Services - Inc., Design Technologist, 3.6, Seattle - WA
Microsoft, Software Engineering Manager, 4.2, Redmond - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104
Oracle, Software Developer in Test - OCI, 3.8, Seattle - WA
Oracle, Sr. Network Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Snr Manager (JoinOCI-Platform), 3.8, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Blue Origin, Hardware-in-the-loop (HIL) Software Engineer - New Glenn, 3.3, Kent - WA 98032
Zillow, Senior Software Development Engineer - Development Experienc..., 3.8, Seattle - WA 98101
HBO Max, Senior Staff Software Engineer - Services Framework, NaN, Seattle - WA
Oracle, Reston Blitz - March 3rd & 4th, 3.8, Seattle - WA
Collage.com, Senior Front-end Software Engineer, 4.5, Seattle - WA
Amazon.com Services LLC, Software Development Engineer I - Amazon Connect (AWS), 3.6, Seattle - WA
Highbrow LLC, Full Stack JS engineer (II), NaN, Seattle - WA
GE Digital, Staff Software Test Engineer, 3.3, Redmond - WA 98052
Amazon.com Services LLC, AWS Outposts Software Development Engineer, 3.6, Seattle - WA
Keysight Technologies, R&D Software Engineering Intern, 3.9, Everett - WA
University of Washington, SOFTWARE DEVELOPMENT MANAGER II, 4.1, Seattle - WA
Bungie, Associate Producer, 4.0, Bellevue - WA 98004
Amazon.com Services LLC, Redshift Autonomous Database - Software Engineer, 3.6, Seattle - WA
Amazon Retail LLC, ICT Seattle - SDE 1, 3.6, Seattle - WA
Palantir Technologies, DevOps Engineer, 4.2, Seattle - WA
Amazon Web Services - Inc., Amazon Web Services (DMS) - Software Development Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Identity & Access, 3.6, Seattle - WA
Amazon.com Services - Inc., Telecom Engineer - Amazon Connect, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Skills, 3.6, Bellevue - WA
Zillow Group, Senior Software Engineer - Zillow Offers, 3.8, Seattle - WA 98101
Amazon Retail LLC, ICT Seattle - SDE 1, 3.6, Seattle - WA
Amazon.com Services LLC, Business Intelligence Engineer - Alexa AI, 3.6, Seattle - WA
Square, Senior Software Engineer - Payments, 3.7, Seattle - WA
Amazon.com Services LLC, Software Development Engineer I - Amazon Connect (AWS), 3.6, Seattle - WA
Redfin, Senior Software Engineer (User Growth Efficiency), 3.3, Seattle - WA 98121 (Belltown area)
GoDaddy, Principal Software Development Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Development Engineer - Last Mile Technology - Special..., 3.6, Bellevue - WA
Amazon.com Services LLC, Software Development Engineer II - Amazon Connect Real-Time..., 3.6, Seattle - WA
Zillow Group, Senior Software Engineer - Zillow Offers, 3.8, Seattle - WA 98101 (Downtown area)
Groupon - Inc., Senior Software Engineer, 3.6, Seattle - WA 98101 (Downtown area)
ZT Group ZT Systems, Field Services Engineer- Software & Validation, NaN, Seattle - WA 98104
Avi Networks, Systems Engineer - Seattle (Pacific Northwest), NaN, Seattle - WA
Impinj, Software Engineering Manager, 3.5, Seattle - WA 98103 (Green Lake - Wallingford area)
Amazon.com Services LLC, Software Development Engineer - Amazon DSP (Pipeline), 3.6, Bellevue - WA
Amazon.com Services - Inc., Software Dev Engineer - AWS Glacier - Cold Storage, 3.6, Seattle - WA
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Globant, Web UI Developer, 4.2, Seattle - WA 98104
Amazon Advertising LLC, Software Development Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Fashion, 3.6, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Grab Taxi, Senior Software Engineer - Backend (Streaming Data), 3.9, Seattle - WA
Costco Travel, Build Engineer, 4.2, Issaquah - WA 98027
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Vizio Inc., Senior Software Engineer in Test, NaN, Seattle - WA 98109
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Amazon.com Services LLC, Software Development Engineer - Java - Distributed Systems, 3.6, Seattle - WA
Oracle, Site Reliability / DevOps Engineer, 3.8, Seattle - WA
Splunk, Security Engineer Secure SDLC, 4.1, Seattle - WA
Master of Code Global, Conversational Designer (AI Bots), NaN, Seattle - WA
Amazon.com Services - Inc., Embedded Support Engineer – Internet of Things (IoT), 3.6, Seattle - WA
Microsoft, Software Engineering Manager, 4.2, Redmond - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104 (Downtown area)
Oracle, Software Developer in Test - OCI, 3.8, Seattle - WA
Oracle, Sr. Network Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Snr Manager (JoinOCI-Platform), 3.8, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Grab Taxi, Senior Software Engineer - Backend (Streaming Data), 3.9, Seattle - WA
Costco Travel, Build Engineer, 4.2, Issaquah - WA 98027
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Vizio Inc., Senior Software Engineer in Test, NaN, Seattle - WA 98109 (Westlake area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Amazon.com Services LLC, Software Development Engineer - Java - Distributed Systems, 3.6, Seattle - WA
Oracle, Site Reliability / DevOps Engineer, 3.8, Seattle - WA
Splunk, Security Engineer Secure SDLC, 4.1, Seattle - WA
Master of Code Global, Conversational Designer (AI Bots), NaN, Seattle - WA
Amazon.com Services - Inc., Embedded Support Engineer – Internet of Things (IoT), 3.6, Seattle - WA
ZT Group ZT Systems, Field Services Engineer- Software & Validation, NaN, Seattle - WA 98104
Avi Networks, Systems Engineer - Seattle (Pacific Northwest), NaN, Seattle - WA
Impinj, Software Engineering Manager, 3.5, Seattle - WA 98103 (Fremont area)
Amazon.com Services LLC, Software Development Engineer - Amazon DSP (Pipeline), 3.6, Bellevue - WA
Amazon.com Services - Inc., Software Dev Engineer - AWS Glacier - Cold Storage, 3.6, Seattle - WA
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Globant, Web UI Developer, 4.2, Seattle - WA 98104
Amazon Advertising LLC, Software Development Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Fashion, 3.6, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Kaiser Permanente, Java Developer II, 4.2, Renton - WA 98056
Amazon.com Services - Inc., Software Development Engineer – Customer Experience Strategy, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Content Delivery, 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
Outreach, Machine Learning Engineer, NaN, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Search Customer Experience, 3.6, Seattle - WA
Centric Consulting, Java Developer, 3.9, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Scout - Simulation, 3.6, Seattle - WA
Avani Technology Solutions Inc, Java Developer, 4.6, Seattle - WA
Seattle Pacific University, Assistant Professor of Computer Engineering - Seattle Pacifi..., 4.5, Seattle - WA
Microsoft, Software Engineering Manager, 4.2, Redmond - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104 (Downtown area)
Oracle, Software Developer in Test - OCI, 3.8, Seattle - WA
Oracle, Sr. Network Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Snr Manager (JoinOCI-Platform), 3.8, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Blue Origin, Hardware-in-the-loop (HIL) Software Engineer - New Glenn, 3.3, Kent - WA 98032
Zillow, Senior Software Development Engineer - Development Experienc..., 3.8, Seattle - WA 98101
HBO Max, Senior Staff Software Engineer - Services Framework, NaN, Seattle - WA
Oracle, Reston Blitz - March 3rd & 4th, 3.8, Seattle - WA
Collage.com, Senior Front-end Software Engineer, 4.5, Seattle - WA
Amazon.com Services LLC, Software Development Engineer I - Amazon Connect (AWS), 3.6, Seattle - WA
Highbrow LLC, Full Stack JS engineer (II), NaN, Seattle - WA
GE Digital, Staff Software Test Engineer, 3.3, Redmond - WA 98052
Amazon.com Services LLC, AWS Outposts Software Development Engineer, 3.6, Seattle - WA
Keysight Technologies, R&D Software Engineering Intern, 3.9, Everett - WA
ZT Group ZT Systems, Field Services Engineer- Software & Validation, NaN, Seattle - WA 98104
Avi Networks, Systems Engineer - Seattle (Pacific Northwest), NaN, Seattle - WA
Impinj, Software Engineering Manager, 3.5, Seattle - WA 98103 (Fremont area)
Amazon.com Services LLC, Software Development Engineer - Amazon DSP (Pipeline), 3.6, Bellevue - WA
Amazon.com Services - Inc., Software Dev Engineer - AWS Glacier - Cold Storage, 3.6, Seattle - WA
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Globant, Web UI Developer, 4.2, Seattle - WA 98104
Amazon Advertising LLC, Software Development Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Fashion, 3.6, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Grab Taxi, Senior Software Engineer - Backend (Streaming Data), 3.9, Seattle - WA
Costco Travel, Build Engineer, 4.2, Issaquah - WA 98027
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Vizio Inc., Senior Software Engineer in Test, NaN, Seattle - WA 98109 (Westlake area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Amazon.com Services LLC, Software Development Engineer - Java - Distributed Systems, 3.6, Seattle - WA
Oracle, Site Reliability / DevOps Engineer, 3.8, Seattle - WA
Splunk, Security Engineer Secure SDLC, 4.1, Seattle - WA
Master of Code Global, Conversational Designer (AI Bots), NaN, Seattle - WA
Amazon.com Services - Inc., Embedded Support Engineer – Internet of Things (IoT), 3.6, Seattle - WA
ZT Group ZT Systems, Field Services Engineer- Software & Validation, NaN, Seattle - WA 98104
Avi Networks, Systems Engineer - Seattle (Pacific Northwest), NaN, Seattle - WA
Impinj, Software Engineering Manager, 3.5, Seattle - WA 98103 (Fremont area)
Amazon.com Services LLC, Software Development Engineer - Amazon DSP (Pipeline), 3.6, Bellevue - WA
Amazon.com Services - Inc., Software Dev Engineer - AWS Glacier - Cold Storage, 3.6, Seattle - WA
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Globant, Web UI Developer, 4.2, Seattle - WA 98104
Amazon Advertising LLC, Software Development Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Fashion, 3.6, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Amazon Retail LLC, ICT Seattle - SDE 1, 3.6, Seattle - WA
Amazon.com Services LLC, Business Intelligence Engineer - Alexa AI, 3.6, Seattle - WA
Square, Senior Software Engineer - Payments, 3.7, Seattle - WA
Amazon.com Services LLC, Software Development Engineer I - Amazon Connect (AWS), 3.6, Seattle - WA
Redfin, Senior Software Engineer (User Growth Efficiency), 3.3, Seattle - WA 98121 (Belltown area)
GoDaddy, Principal Software Development Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Development Engineer - Last Mile Technology - Special..., 3.6, Bellevue - WA
Amazon.com Services LLC, Software Development Engineer II - Amazon Connect Real-Time..., 3.6, Seattle - WA
Zillow Group, Senior Software Engineer - Zillow Offers, 3.8, Seattle - WA 98101 (Downtown area)
Groupon - Inc., Senior Software Engineer, 3.6, Seattle - WA 98101 (Downtown area)
Microsoft, Software Engineering Manager, 4.2, Redmond - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104
Oracle, Software Developer in Test - OCI, 3.8, Seattle - WA
Oracle, Sr. Network Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
